id,city,status,gate,claim,scheduled_time,actual_time,flight_codes,arrival_airport_code
708408,Las Vegas,Arrived,17,5,2026-03-13 09:50:00,2026-03-13 09:34:00,WN458,LAS
-1,Las Vegas,Arrived,15,6,2026-03-13 09:53:00,2026-03-13 09:44:00,NK1622,LAS
708409,Denver,Arrived,21,5,2026-03-13 10:00:00,2026-03-13 09:57:00,WN3846,DEN
-1,Dallas-Ft. Worth,Arrived,7,1,2026-03-13 10:05:00,2026-03-13 09:30:00,AA3197,DFW
-1,Newark,Arrived,10,4,2026-03-13 10:09:00,2026-03-13 09:49:00,"UA785, AC3741",EWR
708416,Sacramento,Arrived,20,5,2026-03-13 10:10:00,2026-03-13 10:05:00,WN574,SMF
-1,Seattle-Tacoma,Arrived,4,2,2026-03-13 10:13:00,2026-03-13 13:03:00,DL2101,SEA
-1,Portland,Arrived,12,3,2026-03-13 10:14:00,2026-03-13 10:07:00,AS1404,PDX
-1,Seattle-Tacoma,Arrived,11,3,2026-03-13 10:28:00,2026-03-13 11:58:00,AS699,SEA
-1,Chicago/O'Hare,Arrived,6,1,2026-03-13 10:46:00,2026-03-13 11:41:00,AA2285,ORD
-1,Detroit,Arrived,3,2,2026-03-13 10:46:00,2026-03-13 11:34:00,DL1857,DTW
-1,Denver,Arrived,16,6,2026-03-13 10:47:00,2026-03-13 10:27:00,F94371,DEN
708430,Las Vegas,Arrived,21,5,2026-03-13 11:05:00,2026-03-13 11:06:00,WN1479,LAS
-1,San Francisco,Arrived,11,3,2026-03-13 11:11:00,2026-03-13 11:05:00,AS3450,SFO
-1,Las Vegas,Arrived,2,2,2026-03-13 11:16:00,2026-03-13 11:10:00,DL4078,LAS
708433,San Jose,Arrived,20,5,2026-03-13 11:20:00,2026-03-13 11:08:00,WN1866,SJC
-1,Atlanta,Arrived,4,2,2026-03-13 11:24:00,2026-03-13 11:41:00,DL329,ATL
-1,Vancouver,Arrived,14,6,2026-03-13 11:25:00,2026-03-13 11:15:00,AC598,YVR
708434,Oakland,Arrived,18,5,2026-03-13 11:25:00,2026-03-13 11:21:00,WN1984,OAK
708435,Phoenix,Arrived,19,5,2026-03-13 11:25:00,2026-03-13 11:20:00,WN3496,PHX
-1,Houston,Arrived,8,4,2026-03-13 11:27:00,2026-03-13 11:03:00,UA1383,IAH
-1,Phoenix,Arrived,7,1,2026-03-13 11:36:00,2026-03-13 13:24:00,AA456,PHX
-1,Santa Rosa,Arrived,12,3,2026-03-13 11:37:00,2026-03-13 11:18:00,AS3395,STS
708442,Denver,Arrived,17,5,2026-03-13 11:45:00,2026-03-13 11:36:00,WN1697,DEN
-1,Chicago/O'Hare,Arrived,9,4,2026-03-13 11:51:00,2026-03-13 13:13:00,"UA1304, AC5451",ORD
-1,Everett,Arrived,13,3,2026-03-13 11:52:00,2026-03-13 12:17:00,AS2270,PAE
-1,New York/JFK,Arrived,5,1,2026-03-13 11:52:00,2026-03-13 14:04:00,AA3085,JFK
-1,Dallas-Ft. Worth,Arrived,5,1,2026-03-13 11:57:00,2026-03-13 11:39:00,AA2264,DFW
-1,Seattle-Tacoma,Arrived,11,3,2026-03-13 12:08:00,2026-03-13 17:04:00,AS759,SEA
-1,Salt Lake City,Arrived,1A,2,2026-03-13 12:20:00,2026-03-13 12:09:00,DL1189,SLC
-1,San Francisco,Arrived,10,4,2026-03-13 12:22:00,2026-03-13 12:00:00,"UA643, AC3054",SFO
-1,Provo,Arrived,16,6,2026-03-13 12:29:00,2026-03-13 12:05:00,G41602,PVU
-1,Phoenix,Arrived,5,1,2026-03-13 12:37:00,2026-03-13 12:51:00,AA457,PHX
708453,Sacramento,Arrived,17,5,2026-03-13 12:40:00,2026-03-13 12:47:00,WN1129,SMF
-1,Minneapolis-St. Paul,Arrived,2,2,2026-03-13 12:47:00,2026-03-13 12:38:00,DL2081,MSP
-1,Tucson,Arrived,12,3,2026-03-13 12:47:00,2026-03-13 13:07:00,AS3471,TUS
-1,Las Vegas,Arrived,15,6,2026-03-13 13:00:00,2026-03-13 12:38:00,F93737,LAS
-1,Denver,Arrived,8,4,2026-03-13 13:15:00,2026-03-13 12:45:00,"UA1320, AC5277",DEN
708460,San Jose,Arrived,18,5,2026-03-13 13:20:00,2026-03-13 14:38:00,WN3810,SJC
-1,Portland,Arrived,11,3,2026-03-13 13:22:00,2026-03-13 13:28:00,AS588,PDX
-1,Ogden,Arrived,4,2,2026-03-13 13:23:00,2026-03-13 13:38:00,MX615,OGD
708461,Oakland,Arrived,19,5,2026-03-13 13:30:00,2026-03-13 13:17:00,WN4100,OAK
708462,Austin,Arrived,21,5,2026-03-13 13:40:00,2026-03-13 13:20:00,WN1036,AUS
-1,Dallas-Ft. Worth,Arrived,6,1,2026-03-13 13:57:00,2026-03-13 13:23:00,AA2861,DFW
-1,Las Vegas,Arrived,15,6,2026-03-13 13:58:00,2026-03-13 13:54:00,NK949,LAS
-1,San Francisco,Arrived,12,3,2026-03-13 14:10:00,2026-03-13 13:51:00,AS3022,SFO
-1,Houston,Arrived,10,4,2026-03-13 14:11:00,2026-03-13 13:58:00,UA1612,IAH
-1,Seattle-Tacoma,Cancelled,13,3,2026-03-13 14:13:00,2026-03-13 17:16:00,AS1357,SEA
-1,Phoenix,Arrived,16,6,2026-03-13 14:15:00,2026-03-13 13:57:00,F94957,PHX
708466,San Jose Del Cabo,Arrived,14,5,2026-03-13 14:20:00,2026-03-13 14:01:00,WN631,SJD
708467,Phoenix,Arrived,20,5,2026-03-13 14:20:00,2026-03-13 14:30:00,WN737,PHX
-1,Chicago/O'Hare,Arrived,7,1,2026-03-13 14:23:00,2026-03-13 14:37:00,AA2212,ORD
708468,Las Vegas,Arrived,19,5,2026-03-13 14:35:00,2026-03-13 14:27:00,WN2052,LAS
708469,San Jose,Arrived,21,5,2026-03-13 14:45:00,2026-03-13 15:08:00,WN3372,SJC
-1,San Francisco,Arrived,9,4,2026-03-13 14:50:00,2026-03-13 14:41:00,"UA5440, AC5458",SFO
708471,Sacramento,Arrived,20,5,2026-03-13 15:05:00,2026-03-13 15:39:00,WN580,SMF
-1,San Francisco,Arrived,12,3,2026-03-13 15:26:00,2026-03-13 15:15:00,AS3465,SFO
708474,Oakland,Arrived,18,5,2026-03-13 15:40:00,2026-03-13 15:30:00,WN4101,OAK
-1,Phoenix,Arrived,5,1,2026-03-13 15:42:00,2026-03-13 15:43:00,AA2094,PHX
708476,Denver,Arrived,19,6,2026-03-13 15:50:00,2026-03-13 15:36:00,WN2016,DEN
-1,Dallas-Ft. Worth,Arrived,6,1,2026-03-13 15:54:00,2026-03-13 15:35:00,AA2659,DFW
-1,Salt Lake City,Arrived,4,2,2026-03-13 16:09:00,2026-03-13 15:56:00,DL1277,SLC
-1,Las Vegas,Arrived,2,2,2026-03-13 16:20:00,2026-03-13 16:21:00,MX681,LAS
-1,Seattle-Tacoma,Cancelled,11,3,2026-03-13 16:26:00,2026-03-13 19:12:00,AS743,SEA
708480,San Jose,Arrived,18,5,2026-03-13 16:35:00,2026-03-13 16:37:00,WN510,SJC
708481,Las Vegas,Arrived,21,5,2026-03-13 16:40:00,2026-03-13 16:23:00,WN2303,LAS
-1,San Francisco,Arrived,12,3,2026-03-13 16:45:00,2026-03-13 17:06:00,AS3494,SFO
-1,Las Vegas,Arrived,3,2,2026-03-13 16:48:00,2026-03-13 16:37:00,DL4074,LAS
-1,Salt Lake City,Arrived,15,6,2026-03-13 17:09:00,2026-03-13 16:43:00,F91365,SLC
-1,Newark,Arrived,8,4,2026-03-13 17:18:00,2026-03-13 17:01:00,"UA1847, AC3744",EWR
-1,Portland,Arrived,12,3,2026-03-13 17:19:00,2026-03-13 17:55:00,AS264,PDX
-1,Idaho Falls,Arrived,16,6,2026-03-13 17:20:00,2026-03-13 17:20:00,G427,IDA
708484,Phoenix,Arrived,20,6,2026-03-13 17:20:00,2026-03-13 17:14:00,WN2497,PHX
-1,Denver,Arrived,10,4,2026-03-13 17:32:00,2026-03-13 17:02:00,"UA422, AC3635",DEN
708486,Oakland,Arrived,17,6,2026-03-13 17:55:00,2026-03-13 17:52:00,WN4102,OAK
708487,Sacramento,Arrived,19,5,2026-03-13 17:55:00,2026-03-13 17:52:00,WN4501,SMF
-1,San Francisco,Arrived,11,3,2026-03-13 17:57:00,2026-03-13 18:09:00,AS3492,SFO
-1,Salt Lake City,Arrived,4,2,2026-03-13 18:10:00,2026-03-13 18:04:00,DL561,SLC
-1,Seattle-Tacoma,Cancelled,3,2,2026-03-13 18:22:00,2026-03-13 19:23:00,DL2318,SEA
-1,Dallas-Ft. Worth,Arrived,7,1,2026-03-13 18:27:00,2026-03-13 18:20:00,AA3223,DFW
-1,San Francisco,Arrived,1A,4,2026-03-13 18:33:00,2026-03-13 18:38:00,"UA5650, AC4332",SFO
708491,San Jose,Arrived,21,5,2026-03-13 18:35:00,2026-03-13 18:27:00,WN4459,SJC
-1,Provo,Arrived,2,2,2026-03-13 18:37:00,2026-03-13 19:04:00,MX604,PVU
-1,Colorado Springs,Arrived,16,6,2026-03-13 18:49:00,2026-03-13 18:52:00,G43212,COS
-1,Chicago/O'Hare,Delayed,8,4,2026-03-13 18:57:00,2026-03-13 19:28:00,"UA1317, AC5455",ORD
-1,Phoenix,Delayed,5,1,2026-03-13 18:58:00,2026-03-13 20:12:00,AA2088,PHX
-1,Seattle-Tacoma,Cancelled,11,3,2026-03-13 19:06:00,2026-03-13 22:45:00,AS773,SEA
-1,Santa Rosa,Arrived,12,3,2026-03-13 19:08:00,2026-03-13 19:03:00,AS3030,STS
708493,Phoenix,Arrived,17,6,2026-03-13 19:10:00,2026-03-13 19:05:00,WN4001,PHX
708503,Las Vegas,Arrived,20,5,2026-03-13 19:20:00,2026-03-13 19:01:00,WN147,LAS
708504,Denver,Arrived,21,5,2026-03-13 19:35:00,2026-03-13 19:17:00,WN2805,DEN
-1,Atlanta,Early,3,2,2026-03-13 19:42:00,2026-03-13 19:22:00,DL826,ATL
-1,Newark,Early,9,4,2026-03-13 19:54:00,2026-03-13 19:36:00,"UA2415, AC3739",EWR
708506,Sacramento,Early,19,5,2026-03-13 19:55:00,2026-03-13 19:37:00,WN2748,SMF
708507,San Jose,Early,18,5,2026-03-13 19:55:00,2026-03-13 19:37:00,WN4460,SJC
-1,Spokane,Cancelled,12,3,2026-03-13 20:00:00,2026-03-13 20:35:00,AS2337,GEG
708509,Oakland,Early,17,5,2026-03-13 20:05:00,2026-03-13 19:59:00,WN4103,OAK
-1,Seattle-Tacoma,Cancelled,11,3,2026-03-13 20:06:00,2026-03-13 20:02:00,AS1307,SEA
-1,Dallas-Ft. Worth,Early,6,1,2026-03-13 20:23:00,2026-03-13 20:05:00,AA1112,DFW
-1,Portland,Delayed,15,3,2026-03-13 20:25:00,2026-03-13 22:43:00,AS711,PDX
708512,Phoenix,Cancelled,20,5,2026-03-13 20:30:00,2026-03-13 20:19:00,WN4508,PHX
-1,San Francisco,Early,10,4,2026-03-13 20:50:00,2026-03-13 20:36:00,"UA589, AC4186",SFO
-1,Minneapolis-St. Paul,On Time,2,2,2026-03-13 20:56:00,2026-03-13 20:54:00,DL2107,MSP
-1,Denver,On Time,11,4,2026-03-13 21:03:00,2026-03-13 21:00:00,"UA1704, AC5385",DEN
708523,Las Vegas,Early,21,5,2026-03-13 21:10:00,2026-03-13 21:01:00,WN3679,LAS
-1,Seattle-Tacoma,Cancelled,14,3,2026-03-13 21:12:00,2026-03-14 00:09:00,AS1309,SEA
-1,Las Vegas,Delayed,16,6,2026-03-13 21:13:00,2026-03-13 21:19:00,NK1626,LAS
708525,Dallas/Love Field,Early,19,5,2026-03-13 21:15:00,2026-03-13 21:06:00,WN2328,DAL
-1,Charlotte,Early,5,1,2026-03-13 21:17:00,2026-03-13 20:50:00,AA1140,CLT
708527,San Jose,Early,22B,N/A,2026-03-13 21:20:00,2026-03-13 21:12:00,WN1543,SJC
708528,Sacramento,On Time,17,5,2026-03-13 21:30:00,2026-03-13 21:28:00,WN4502,SMF
-1,Provo,On Time,4,2,2026-03-13 21:34:00,2026-03-13 21:34:00,MX617,PVU
-1,Chicago/O'Hare,Early,7,1,2026-03-13 21:39:00,2026-03-13 21:27:00,AA1179,ORD
708530,Oakland,Early,18,5,2026-03-13 21:40:00,2026-03-13 21:33:00,WN4619,OAK
-1,Houston,Early,11,4,2026-03-13 21:45:00,2026-03-13 21:30:00,UA1590,IAH
708533,Denver,Early,20,5,2026-03-13 21:55:00,2026-03-13 21:42:00,WN2010,DEN
-1,Salt Lake City,Delayed,3,2,2026-03-13 21:55:00,2026-03-13 22:17:00,DL1304,SLC
-1,Phoenix,On Time,5,1,2026-03-13 21:56:00,2026-03-13 21:55:00,AA2637,PHX
-1,Atlanta,Early,2,2,2026-03-13 22:12:00,2026-03-13 21:38:00,DL556,ATL
708536,Las Vegas,Delayed,17,5,2026-03-13 22:15:00,2026-03-13 22:42:00,WN1973,LAS
-1,Denver,Early,9,4,2026-03-13 22:15:00,2026-03-13 22:01:00,"UA725, AC3436",DEN
708539,Phoenix,Early,21,5,2026-03-13 22:25:00,2026-03-13 22:05:00,WN2859,PHX
-1,Chicago/O'Hare,Delayed,11,4,2026-03-13 22:26:00,2026-03-13 23:03:00,"UA2315, AC5119",ORD
-1,Seattle-Tacoma,Early,1A,2,2026-03-13 22:29:00,2026-03-13 22:13:00,DL1105,SEA
-1,Seattle-Tacoma,Cancelled,13,3,2026-03-13 22:30:00,2026-03-13 22:25:00,AS1387,SEA
-1,San Francisco,On Time,12,3,2026-03-13 22:30:00,2026-03-13 22:30:00,AS3380,SFO
-1,Dallas-Ft. Worth,Early,7,1,2026-03-13 22:45:00,2026-03-13 22:35:00,AA2370,DFW
